OTL ID,Title,Copyright Year,Contributors,Publisher,Description,License,library URL,Subject 1,Subject 2,
61,College Physics - 2e,2022,Paul Peter Urone - Author / Roger Hinrichs - Author / Kim Dirks - Author,OpenStax,"College Physics 2e introduces topics conceptually and progresses through clear explanations in the context of career-oriented, practical applications, and meets the scope and sequence of an algebra-based physics course. The narrative of physics and scientific discovery has been even further expanded to focus on including more diverse contributors to the field. Building on the success of the first edition the authors have increased focus on interdisciplinary connections, including enhancements to biological and medical applications. The problem solving approach has been revised to further unify conceptual, analytical, and calculation skills within the learning process, the authors have integrated a wide array of strategies and supports throughout the text for students. View the first edition of College Physics at OpenStax.",Attribution,https://open.umn.edu/opentextbooks/textbooks/college-physics,Natural Sciences - Physics,,
62,Introduction to Sociology - 3e,2021,Tonja R. Conerly - Author / Kathleen Holmes - Author / Asha Lal Tamang - Author,OpenStax,"Introduction to Sociology 3e aligns to the topics and objectives of many introductory sociology courses. It is arranged in a manner that provides foundational sociological theories and contexts, then progresses through various aspects of human and societal interactions. The new edition is focused on driving meaningful and memorable learning experiences related to critical thinking about society and culture. The text includes comprehensive coverage of core concepts, discussions and data relevant to a diverse audience, and features that draw learners into the discipline in powerful and personal ways. Overall, Introduction to Sociology 3e aims to center the course and discipline as crucial elements for understanding relationships, society, and civic engagement; the authors seek to lay the foundation for students to apply what they learn throughout their lives and careers. The authors, reviewers, and the entire team worked to build understanding of the causes and impacts of discrimination and prejudice. Introduction to Sociology 3e contains dozens of examples of discrimination and its outcomes regarding social science, society, institutions, and individuals. The text seeks to strike a balance between confronting the damaging aspects of our culture and history and celebrating those who have driven change and overcome challenges. The core discussion of these topics are present in Chapter 11 on Race and Ethnicity, and Chapter 12 on Gender, Sex, and Sexuality, but their causes and effects are extensively discussed in the context of other topics, including education, law enforcement, government, healthcare, the economy, and so on. Together and when connected by an instructor, these elements have potential for deep and lasting effects.",Attribution,https://open.umn.edu/opentextbooks/textbooks/introduction-to-sociology-2e,Social Sciences - Sociology,,
64,American Government and Politics in the Information Age,2016,,University of Minnesota Libraries Publishing,"This text is a comprehensive introduction to the vital subject of American government and politics. Governments decide who gets what, when, how (See Harold D. Lasswell, Politics: Who Gets What, When, How, [New York: McGraw-Hill, 1936]); they make policies and pass laws that are binding on all a society's members; they decide about taxation and spending, benefits and costs, even life and death. Governments possess power—the ability to gain compliance and to get people under their jurisdiction to obey them—and they may exercise their power by using the police and military to enforce their decisions. However, power need not involve the exercise of force or compulsion; people often obey because they think it is in their interest to do so, they have no reason to disobey, or they fear punishment. Above all, people obey their government because it has authority; its power is seen by people as rightfully held, as legitimate. People can grant their government legitimacy because they have been socialized to do so; because there are processes, such as elections, that enable them to choose and change their rulers; and because they believe that their governing institutions operate justly. Politics is the process by which leaders are selected and policy decisions are made and executed. It involves people and groups, both inside and outside of government, engaged in deliberation and debate, disagreement and conflict, cooperation and consensus, and power struggles. In covering American government and politics, our text introduces the intricacies of the Constitution, the complexities of federalism, the meanings of civil liberties, and the conflicts over civil rights;explains how people are socialized to politics, acquire and express opinions, and participate in political life; describes interest groups, political parties, and elections—the intermediaries that link people to government and politics; details the branches of government and how they operate; and shows how policies are made and affect people's lives.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/american-government-and-politics-in-the-information-age,Social Sciences - Political Science,,
65,Business English for Success,2011,Scott McLean - Author,Saylor Foundation,"Business English for Success is a creative solution to a common challenge across Business Communication courses: Business English or Business Presentations? Some classes place an equal emphasis on oral and written communication. If that's the case for you check out our text Business Communication for Success. If, however, your class places the emphasis squarely on written communication and writing proficiency, then Business English for Success is for you. Business English for Success provides instruction in steps, builds writing, reading, and critical thinking, and combines comprehensive grammar review with an introduction to paragraph writing and composition. This step-by-step approach provides a clear path to student-centered learning. A wide range of writing levels and abilities are addressed, helping each student prepare for the next writing or university course. The text opens with a discussion on the sentence and then breaks it down into its elemental components, before reconstructing them into effective sentences, paragraphs, and larger assignments. Then, starting in Chapter 9: Effective Business Writing, the discussion applies lessons learned from the previous foundational chapters into common business issues and applications. From paraphrasing and plagiarism to style to the research process, the expectations increase as several common business documents are presented, including text messages and e-mail, memorandums and letters, the business proposal, business report, resume, and the sales message. This textbook has been used in classes at:Arizona Western College, Hostos Community College, Virginia State University, Truckee Meadows Community College, San Jose State University, Concordia University - Irvine, University New Brunswick - Fredericton, Cerritos College, University of Houston - Downtown, Flat World Knowledge University, A-C Central High School, University of The People, Truckee Meadows Community College, Danville Community High School",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/business-english-for-success,Business,"Humanities - Literature, Rhetoric, and Poetry",
66,Introduction to Criminal Law,2015,,University of Minnesota Libraries Publishing,"Criminal Law uses a two-step process to augment learning, called the applied approach. First, after building a strong foundation from scratch, Criminal Law introduces you to crimes and defenses that have been broken down into separate components. It is so much easier to memorize and comprehend the subject matter when it is simplified this way. However, becoming proficient in the law takes more than just memorization. You must be trained to take the laws you have studied and apply them to various fact patterns. Most students are expected to do this automatically, but application must be seen, experienced, and practiced before it comes naturally. Thus the second step of the applied approach is reviewing examples of the application of law to facts after dissecting and analyzing each legal concept. Some of the examples come from cases, and some are purely fictional. All the examples are memorable, even quirky, so they will stick in your mind and be available when you need them the most (like during an exam). After a few chapters, you will notice that you no longer obsess over an explanation that doesn't completely make sense the first time you read it—you will just skip to the example. The examples clarify the principles for you, lightening the workload significantly.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/criminal-law,Law,,
67,Essentials of Geographic Information Systems,2011,Jonathan Campbell - Author / MIchael Shin - Author,Saylor Foundation,"Essentials of Geographic Information Systems integrates key concepts behind the technology with practical concerns and real-world applications. Recognizing that many potential GIS users are nonspecialists or may only need a few maps, this book is designed to be accessible, pragmatic, and concise. Essentials of Geographic Information Systems also illustrates how GIS is used to ask questions, inform choices, and guide policy. From the melting of the polar ice caps to privacy issues associated with mapping, this book provides a gentle, yet substantive, introduction to the use and application of digital maps, mapping, and GIS. In today's world, learning involves knowing how and where to search for information. In some respects, knowing where to look for answers and information is arguably just as important as the knowledge itself. Because Essentials of Geographic Information Systems is concise, focused, and directed, readers are encouraged to search for supplementary information and to follow up on specific topics of interest on their own when necessary. Essentials of Geographic Information Systems provides the foundations for learning GIS, but readers are encouraged to construct their own individual frameworks of GIS knowledge. The benefits of this approach are two-fold. First, it promotes active learning through research. Second, it facilitates flexible and selective learning—that is, what is learned is a function of individual needs and interest. Since GIS and related geospatial and navigation technology change so rapidly, a flexible and dynamic text is necessary in order to stay current and relevant. Though essential concepts in GIS tend to remain constant, the situations, applications, and examples of GIS are fluid and dynamic. Though this book is intended for use in introductory GIS courses, Essentials of Geographic Information Systems will also appeal to the large number of certificate, professional, extension, and online programs in GIS that are available today. In addition to providing readers with the tools necessary to carry out spatial analyses, Essentials of Geographic Information Systems outlines valuable cartographic guidelines for maximizing the visual impact of your maps. The book also describes effective GIS project management solutions that commonly arise in the modern workplace.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/essentials-of-geographic-information-systems,Computer Science - Information Systems,Natural Sciences - Earth Sciences,
68,Exploring Perspectives: A Concise Guide to Analysis,2011,Randall Fallows - Author,Saylor Foundation,"The reason why Randall Fallows wrote Exploring Perspectives: A Concise Guide to Analysis is simple: to help give students a better understanding of how to discover, develop, and revise an analytical essay. Here is how his 5 chapter book goes about doing just that: The first two chapters focus on the nature of an analysis and what's involved in writing an analytical essay. Randall shows that analysis consists of a balance of assertions (statements which present their viewpoints or launch an exploration of their concerns), examples (specific passages/scenes/events which inspire these views), explanations (statements that reveal how the examples support the assertions), and significance (statements which reveal the importance of their study to personal and/or cultural issues). After showing why each feature should be present throughout an essay, he reveals how to ""set the stage"" for producing one of their own. He first helps students to evaluate their own views on a subject and to examine how these views emerge from their own experiences, values and judgments. He, then, shows them how to research what others have said about the subject and provides suggestions for evaluating and incorporating this research into their own perspectives. Finally, Randall discusses the nature of writing, not as a linear procedure, but as a recursive process where the discovery and clarification of a concept occur simultaneously. The remaining three chapters reveal more specific advice on how to develop an analytical essay. Exploring Perspectives: A Concise Guide to Analysis by Randall Fallows is a great text to prepare any student to write analytical essays for the argument and persuasion courses.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/exploring-perspectives-a-concise-guide-to-analysis,Education,"Humanities - Literature, Rhetoric, and Poetry",
69,"General Chemistry: Principles, Patterns, and Applications",2011,Bruce Averill - Author / Patricia Eldredge - Author,Saylor Foundation,"The overall goal of the authors with General Chemistry: Principles, Patterns, and Applications was to produce a text that introduces the students to the relevance and excitement of chemistry. Although much of first-year chemistry is taught as a service course, Bruce and Patricia feel there is no reason that the intrinsic excitement and potential of chemistry cannot be the focal point of the text and the course. So, they emphasize the positive aspects of chemistry and its relationship to students' lives, which requires bringing in applications early and often. In addition, the authors feel that many first year chemistry students have an enthusiasm for biologically and medically relevant topics, so they use an integrated approach in their text that includes explicit discussions of biological and environmental applications of chemistry. Topics relevant to materials science are also introduced to meet the more specific needs of engineering students. To facilitate integration of such material, simple organic structures, nomenclature, and reactions are introduced very early in the text, and both organic and inorganic examples are used wherever possible. This approach emphasizes the distinctions between ionic and covalent bonding, thus enhancing the students' chance of success in the organic chemistry course that traditionally follows general chemistry. Finally, the authors made a conscious effort to treat material that has traditionally been relegated to boxes, and thus perhaps perceived as peripheral by the students, by incorporating it into the text to serve as a learning tool. To begin the discussion of chemistry rapidly, the traditional first chapter introducing units, significant figures, conversion factors, dimensional analysis, and so on, has been reorganized. The material has been placed in the chapters where the relevant concepts are first introduced, thus providing three advantages: Eliminates the tedium of the traditional approach, which introduces mathematical operations at the outset, and thus avoids the perception that chemistry is a mathematics course; Avoids the early introduction of operations such as logarithms and exponents, which are typically not encountered again for several chapters and may easily be forgotten when they are needed; and Provides a review for those students who have already had relatively sophisticated high school chemistry and math courses, although the sections are designed primarily for students unfamiliar with the topic. Consider this text for your course if you are interested in In summary, a text that represents a step in the evolution of general chemistry texts toward one that reflects the increasing overlap between chemistry and other disciplines. Most importantly, if you want a text that discusses exciting and relevant aspects of biological, environmental, and materials science that are usually relegated to the last few chapters, in a format that allows the you to tailor the emphasis to the needs of the class. Request your desk copy today.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/general-chemistry-principles-patterns-and-applications,Natural Sciences - Chemistry,,
70,Beginning Excel 2019,2017,Noreen Brown - Author / Barbara Lave - Author / Julie Romey - Author,Open Oregon Educational Resources,"This textbook was written for a community college introductory course in spreadsheets utilizing Microsoft Excel. While the figures shown utilize Excel 2019, the textbook was written to be applicable to other versions of Excel as well. The book introduces new users to the basics of spreadsheets and is appropriate for students in any major who have not used Excel before. This textbook includes instructions for Excel for Mac also.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/beginning-excel,Business - Accounting,Business,
71,Beginning Management of Human Resources,2016,,University of Minnesota Libraries Publishing,"Human Resource Management teaches HRM strategies and theories that any manager—not just those in HR—needs to know about recruiting, selecting, training, and compensating people. Most students will be managing people at some point in their careers and not necessarily in a human resource management capacity. As businesses cut back, they may outsource HR duties to outside vendors. Or, in smaller businesses, the HR department is sometimes small or non-existent, and managers from other departments have to perform their own HRM. Therefore, teaching HRM from the perspective of a general manager, in addition to an HR manager, provides more relevance to students' careers and will give them a competitive advantage in the workplace. This text also provides practical applications of theory relevant to today's workplace. You won't find discussions about “posting vacancies on a job board” or “sending memos.” In the real world, HRM leverages technology in every aspect of the job—from online training modules to technology for better managing flex-time workers and telecommuters. Consider how most companies have gone “paperless” with pay stubs by using software. While such technology has made HRM easier, it has also created a new set of challenges. For example, how does a manager actually implement a new pay system? Therefore, it's important for students to understand what kinds of platforms exist in today's workplace to enhance their effectiveness as future managers. The conversational style of Human Resource Management engages students, while the academic rigor of its content provides them with the tools that any manager needs—whether they work in HR or a different department. PLUS it offers an array of supplements that gives them practice creating real HR documents and role-playing real HR scenarios. Add value to your students' education, enhance the relevance of your curriculum, and make your students more employable by adopting this book for your HRM class. Read it now online today!",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/human-resource-management,Business,Business - Human Resources,
72,International Business,2011,Mason A Carpenter - Author / Sanjyot P Dunung - Author,Saylor Foundation,"International Business is one of the most challenging and exciting courses to teach in the Business School. To teach a current, dynamic and complete course you need a textbook by authors as passionate and informed about International Business as you are. Carpenter and Dunung's International Business: The Opportunities and Challenges of a Flat World provides exploration into building, leading, and thriving in global organizations in an increasingly flat world. The authors define ”Flat world“ as one where service industries that dwarf manufacturing industries in terms of scale and scope, an Internet that pervades life and work, and networks define modern businesses, whether service or manufacturing. Carpenter and Dunung's text is designed to speak to technologically-savvy students who see national borders as bridges and not barriers. The authors use the lexicon of international business, and additionally, develop students' knowledge of international contexts with the aim that they may launch, run, and work in any organization that is global in scope (or is wrestling with global competition or other global threats). The textbook is organized in 5 Sections: Section 1 introduces the global business course and concludes with a chapter on seizing global opportunities. Section 2 develops student knowledge about key facets of the global business environment, while Section 3 develops knowledge about how a student or organization can exploit opportunities in that global environment. Section 4 is devoted to entrepreneurship in a flat world — this section will explore why the entrepreneurial context is changing, provide lenses for identifying and capitalizing on entrepreneurial opportunities, and Section 5 shows how key organizational activities can be managed for global effectiveness. Every chapter has five enumerated learning objectives, each of these five sections concludes with a short summary (”Key Takeaways“) and five review questions. In addition, each chapter concludes with a mini case on a unique global business that encompasses the topics shown in the chapter. The authors even provide a set of end-of-chapter questions that are mapped to AACSB learning standards, so that you will be able to measure how well students are grasping course content that aligns with the AACSB guidelines. Request a desk copy of Carpenter and Dunung's International Business: The Opportunities and Challenges of a Flat World to experience its current and progressive look at International Business for yourself.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/international-business,Business - Management,,
73,Strategic Management,2020,Kennedy B. Reed - Author,Virginia Tech Publishing,"STRATEGIC MANAGEMENT offers an introduction to the key topics and themes of strategic management. The authors draw on examples of familiar companies and personalities to illustrate the different strategies used by today’s firms—and how they go about implementing those strategies. Students will learn how to conduct a case analysis, measure organizational performance, and conduct external and internal analyses. In short, they will understand how organizations operate at the strategic level to be successful. An older version of Mastering Strategic Management (2015) by University of Minnesota Libraries Publishing can be found here: https://open.lib.umn.edu/strategicmanagement/",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/mastering-strategic-management,Business - Management,,
74,Principles of Social Psychology,2015,,University of Minnesota Libraries Publishing,"Have you ever had trouble teaching the various topics of social psychology and fitting them together to form a coherent field? Unnamed Author felt like he was presenting a laundry list of ideas, research studies, and phenomena, rather than an integrated set of principles and knowledge. He wondered how his students could be expected to remember and understand the many phenomena that social psychologists study? How could they tell what was most important? It was then that he realized a fresh approach to a Social Psychology textbook was needed to structure and integrate student learning; thus, Principles of Social Psychology was born. This textbook is based on a critical thinking approach, and its aim is to get students thinking actively and conceptually – with a greater focus on the forest than the trees. Yes, there are right and wrong answers, but the answers are not the only thing. What is perhaps even more important is how students get to the answers – the thinking process itself. To help students better grasp the big picture of social psychology, and to provide you with a theme that you can use to organize your lectures, Unnamed Author's text has a consistent pedagogy across the chapters. The presentation is organized around two underlying principles that are essential to social psychology: Person and Situation (the classic treatment)The ABCs of social psychology (Affect, Behavior, and Cognition) The author believes these dimensions are fundamental, that they are extremely heuristic, and that they are what he hopes your students (and his) will learn and remember. You may find that this organization represents a more explicit representation of what you're already doing in your lectures. Although the pedagogy is consistent, it is not constraining. You can and will use these dimensions more in some lectures than in others, and you will find them more useful for some topics than others. But they will always work for you when you are ready for them. Perhaps most important, a focus on these dimensions helps us bridge the gap between the textbook, the real-life experiences of our students, and our class presentations. It is almost impossible to can't cover every phenomenon in your lectures – you can naturally let the textbook fill in the details. The goal of Principles of Social Psychology is to allow you to rest assured that the text has provided your students with the foundations– the fundamental language of social psychology – from which you can build as you see fit. And when you turn to ask students to apply their learning to real life, you can know that they will be doing this as social psychologists do – using a basic underlying framework. A note about the organization of this text: it moves systematically from lower to higher levels of analysis – a method that makes sense to students. On the other hand, Unnamed Author insists, the chapter order should not constrain you – choose a different order if you wish. Chapter 1 presents an introduction to social psychology and the research methods in social psychology, Chapter 2 presents the fundamental principles of social cognition, and Chapter 3 focuses on social affect. The remainder of the text is organized around three levels of analysis, moving systematically from the individual level (Chapters 4-6), to the level of social interaction (Chapters 7-10) to the group and cultural level (Chapters 11-13). Rather than relying on “modules” or “appendices” of applied materials, this text integrates applied concepts into the text itself. This approach is consistent with the underlying theme that if students learn to think like social psychologists they will easily and naturally apply that knowledge to any and all applications. The following applications are woven throughout the text: Business and Consumer behavior Environment Health Law It is the ""thinking like a social psychologist"" theme, structured approach and new pedagogy (like research foci and Social Psychology in the Public Interest), that will make teaching and learning Social Psychology from this textbook an even more exciting and rewarding endeavor.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/principles-of-social-psychology,Social Sciences - Psychology,,
75,Research Methods in Psychology - 4th American Edition,2019,Carrie Cuttler - Author / Rajiv S. Jhangiani - Author / Dana C. Leighton - Author,Kwantlen Polytechnic University,"This fourth edition (published in 2019) was co-authored by Rajiv S. Jhangiani (Kwantlen Polytechnic University), Carrie Cuttler (Washington State University), and Dana C. Leighton (Texas A&M University—Texarkana) and is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License. Revisions throughout the current edition include changing the chapter and section numbering system to better accommodate adaptions that remove or reorder chapters; continued reversion from the Canadian edition; general grammatical edits; replacement of “he/she” to “they” and “his/her” to “their”; removal or update of dead links; embedded videos that were not embedded; moved key takeaways and exercises from the end of each chapter section to the end of each chapter; a new cover design.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/research-methods-in-psychology-3rd-american-edition,Social Sciences - Psychology,,
76,Six Steps To Job Search Success,2011,Caroline Ceniza-Levine - Author / Connie Thanasoulis-Cerrachio - Author,Saylor Foundation,"This book is a practical discussion of six actionable steps that students can take to land a job regardless of the market. Whether the estimate is 25% unemployment or single-digit unemployment, that number doesn't apply to any one student. For any individual, the unemployment rate is 0% or 100%. One either has a job or doesn't. When any one person is looking for a job and there is 10% unemployment, that person just wants to be one of the nine people that has a job. Students might think even that one job is beyond their grasp. They think they don't have the right degree. Their school is in a different location than where they'd like to work. Not enough jobs are listed or employers are visiting the campus. This type of thinking cedes control of a student's search to outside forces. It is not up to professors, schools, career services support, or recruiters to get students a job. This book is about the proactive things that students can do to get themselves a job. In the first chapter, Six Steps to Job Search Success covers the different types of job searches: full-time job after graduation, internship, return to workforce, career change, relocation. The rest of the book is about how, regardless of the type of job search or overall market, one can be proactive and successfully land a job. This textbook outlines a structured approach, actionable steps, and stresses the importance of a student's willingness to see this through. Six Steps to Job Search Success provides that structure with six steps anyone can take to: Identify the types of jobs they'd like (Step 1: Identify Your Target) Position themselves for these jobs (Step 2: Create A Powerful Marketing Campaign) Figure out what employers are looking for (Step 3: Research) Develop relationships with prospective employers (Step 4: Network and Interview) Stay connected throughout the decision-making process and fix any problems that might arise (Step 5: Stay Motivated; Organized and Troubleshoot Your Search) Complete their search (Step 6: Negotiate and Close the Offer). Connie and Caroline are both former recruiters with over 40 years of combined hiring experience between them. Connie led recruiting areas for three Fortune 500 companies, and Caroline led recruiting in-house for a Fortune 500 but also as an external recruiter for established firms and start-ups. They've hired thousands of people from interns to senior executives. They developed the process detailed in Six Steps to Job Search Success based on how hiring works. The authors explain that in reality, the ability to look for a job and land a job is a separate and distinct skill than any of the skills required for the job itself. The goal of their book is share their job search techniques with your students so that your students can take control of their job search, add an exceptional new job to their career and enjoy the life rewards a satisfying career can bring. If you are interested in a practical approach that can deliver results, this book is for you and your course. Order a desk copy today and see for yourself.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/six-steps-to-job-search-success,Student Success,,
77,"Stand up, Speak out - The Practice and Ethics of Public Speaking",2016,,University of Minnesota Libraries Publishing,"Stand up, Speak out: The Practice and Ethics of Public Speaking features two key themes. First it focuses on helping students become more seasoned and polished public speakers, and second is its emphasis on ethics in communication. It is this practical approach and integrated ethical coverage that setsStand up, Speak out: The Practice and Ethics of Public Speakingapart from the other texts in this market.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/stand-up-speak-out-the-practice-and-ethics-of-public-speaking,"Humanities - Literature, Rhetoric, and Poetry","Journalism, Media Studies & Communications",
78,"World Regional Geography - People, Places and Globalization",2016,,University of Minnesota Libraries Publishing,"World Regional Geography: People, Places and Globalization is designed for students to experience and study as much of the world as possible within a limited amount of time. It gives students the fundamental concepts and the latest data regarding world places in a concise, easy-to-read format. This World Regional Geography textbook focuses on the primary issues that have created our cultural and societal structures, and presents them within a framework for global understanding. A pattern of development is outlined from the imprint that European colonialism had on culture to the impact that giant retail corporations like Wal-Mart have on consumerism. Within this framework, the textbook takes a regional approach to globalization and world geography, as each chapter focuses on one subject or region. The first unit covers the basic concepts of location, the environment, and global economic dynamics. Then, these basic concepts, theories, and principles are presented for each region on a chapter-by-chapter basis. The basic concepts are covered using real world examples to provide purpose and relevance for the students. And each lesson begins with learning objectives and ends with key takeaways to stimulate critical thinking about each topic or region. Basic spatial concepts are also tracked throughout the text to connect ideas and apply concepts to every region of the world. Special sections on relevant topics are also distributed throughout the book. With each chapter focused on one region, the textbook provides professors with some course management and flexibility. The text is also brief enough to provide additional flexibility if professors want to include specialized information from outside sources. World Regional Geography: People, Places and Globalization provides students with a working knowledge of world geography in an easy-to-read format. Basic geographic concepts of world places are presented in concise chapters, and each chapter provides a foundational framework for understanding the development patterns of world regions. See for yourself and take a look at the book today!",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/world-regional-geography-people-places-and-globalization,Social Sciences - Geography,Natural Sciences - Earth Sciences,
79,"Social Science Research: Principles, Methods and Practices - (Revised edition)",2019,Anol Bhattacherjee - Author,University of Southern Queensland,"This book is designed to introduce doctoral and postgraduate students to the process of conducting scientific research in the social sciences, business, education, public health, and related disciplines. It is a one-stop, comprehensive, and compact source for foundational concepts in behavioural research, and can serve as a standalone text or as a supplement to research readings in any doctoral seminar or research methods class. This book is currently being used as a research text at universities in 216 countries, across six continents and has been translated into seven different languages. To receive updates on this book, including the translated versions, please follow the author on Facebook or Twitter @Anol_B.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/social-science-research-principles-methods-and-practices,Social Sciences - Political Science,,
80,How to Think Like a Computer Scientist: Learning with Python,2008,Allen Downey - Author / Jeff Elkner - Author / Chris Meyers - Author,Green Tea Press,How to Think Like a Computer Scientist: Learning with Python is an introduction to programming using Python.,Attribution,https://open.umn.edu/opentextbooks/textbooks/how-to-think-like-a-computer-scientist-learning-with-python,Computer Science - Programming Languages,,
82,Physical Modeling in MATLAB - Version 4.0,2021,Allen Downey - Author,Green Tea Press,"Modeling and simulation are powerful tools for explaining the world, making predictions, designing things that work, and making them work better. Learning to use these tools can be difficult; this book is my attempt to make the experience as enjoyable and productive as possible. By reading this book — and working on the exercises — you will learn some programming, some modeling, and some simulation: With basic programming skills, you can create models for a wide range of physical systems. My goal is to help you develop these skills in a way you can apply immediately to real-world problems. This book presents the entire modeling process, including model selection, analysis, simulation, and validation. I explain this process in Chapter 1, and there are examples throughout the book. Simulation is an approach to modeling that uses computer programs to implement models and generate predictions. This book shows how simulations are used to run experiments, answer questions, and guide decision-making.",Attribution-NonCommercial,https://open.umn.edu/opentextbooks/textbooks/physical-modeling-in-matlab,Computer Science,,
83,The Little Book of Semaphores,2016,Allen B. Downey - Author,Green Tea Press,"The Little Book of Semaphores is a free (in both senses of the word) textbook that introduces the principles of synchronization for concurrent programming. In most computer science curricula, synchronization is a module in an Operating Systems class. OS textbooks present a standard set of problems with a standard set of solutions, but most students don't get a good understanding of the material or the ability to solve similar problems. The approach of this book is to identify patterns that are useful for a variety of synchronization problems and then show how they can be assembled into solutions. After each problem, the book offers a hint before showing a solution, giving students a better chance of discovering solutions on their own. The book covers the classical problems, including ""Readers-writers,"" ""Producer-consumer"", and ""Dining Philosophers."" In addition, it collects a number of not-so-classical problems, some written by the author and some by other teachers and textbook writers. Readers are invited to create and submit new problems.",Attribution-NonCommercial-ShareAlike,https://open.umn.edu/opentextbooks/textbooks/the-little-book-of-semaphores,Computer Science,,
85,Basics of Fluid Mechanics - ver. 0.6.9.a,2014,Genick Bar-Meir - Author,Potto Project,"The topic of fluid mechanics is common to several disciplines: mechanical engineering, aerospace engineering, chemical engineering, and civil engineering. In fact, it is also related to disciplines like industrial engineering, and electrical engineering. While the emphasis is somewhat different in this book, the common material is presented and hopefully can be used by all. One can only admire the wonderful advances done by the previous geniuses who work in this field. In this book it is hoped to insert, what and when a certain model is suitable than other models. One of the difference in this book is the insertion of the introduction to multiphase flow. Clearly, multiphase is an advance topic. However, some minimal familiarity can be helpful for many engineers who have to deal with non pure single phase fluid. This book is the third book in the series of POTTO project books. POTTO project books are open content textbooks so everyone are welcome to joint in. The topic of fluid mechanics was chosen just to fill the introduction chapter to compressible flow. During the writing it became apparent that it should be a book in its own right. In writing the chapter on fluid statics, there was a realization that it is the best chapter written on this topic. It is hoped that the other chapters will be as good this one. This book is written in the spirit of my adviser and mentor E.R.G. Eckert. Eckert, aside from his research activity, wrote the book that brought a revolution in the education of the heat transfer. Up to Egret's book, the study of heat transfer was without any dimensional analysis. He wrote his book because he realized that the dimensional analysis utilized by him and his adviser (for the post doc), Ernst Schmidt, and their colleagues, must be taught in engineering classes. His book met strong criticism in which some called to ""burn"" his book. Today, however, there is no known place in world that does not teach according to Eckert's doctrine. It is assumed that the same kind of individual(s) who criticized Eckert's work will criticize this work. Indeed, the previous book, on compressible flow, met its opposition. For example, anonymous Wikipedia user name EMBaero claimed that the material in the book is plagiarizing, he just doesn't know from where and what. Maybe that was the reason that he felt that is okay to plagiarize the book on Wikipedia. These criticisms will not change the future or the success of the ideas in this work. As a wise person says ""don't tell me that it is wrong, show me what is wrong""; this is the only reply. With all the above, it must be emphasized that this book is not expected to revolutionize the field but change some of the way things are taught. The book is organized into several chapters which, as a traditional textbook, deals with a basic introduction to the fluid properties and concepts (under construction). The second chapter deals with Thermodynamics. The third book chapter is a review of mechanics. The next topic is statics. When the Static Chapter was written, this author did not realize that so many new ideas will be inserted into this topic. As traditional texts in this field, ideal flow will be presented with the issue of added mass and added forces (under construction). The classic issue of turbulence (and stability) will be presented. An introduction to multi-phase flow, not a traditional topic, will be presented next (again under construction). The next two chapters will deal with open channel flow and gas dynamics. At this stage, dimensional analysis will be present (again under construction).",Free Documentation License (GNU),https://open.umn.edu/opentextbooks/textbooks/basics-of-fluid-mechanics,Engineering & Technology,Engineering & Technology - Chemical Engineering,
86,Fundamentals of Compressible Flow Mechanics,2004,Genick Bar-Meir - Author,Potto Project,"This book deals with an introduction to the flow of compressible substances (gases). The main difference between compressible flow and almost incompressible flow is not the fact that compressibility has to be considered. Rather, the difference is in two phenomena that do not exist in incompressible flow. The first phenomenon is the very sharp discontinuity (jump) in the flow in properties. The second phenomenon is the choking of the flow. Choking is when downstream variations don't effect the flow. Though choking occurs in certain pipe flows in astronomy, there also are situations of choking in general (external) flow.",Free Documentation License (GNU),https://open.umn.edu/opentextbooks/textbooks/fundamentals-of-compressible-flow-mechanics,Engineering & Technology - Mechanical Engineering,,
